member,income_weighted_index,income_inequality,per_capita_income,education_score,labor_market_hardship,housing_instability,car_access_risk,mean_commute,commute_hardship_index,transit_dependency,food_insecurity_index,health_access_score,digital_disadvantage,social_isolation_index,environmental_burden,rurality_index
M01732,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00769,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01489,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01160,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00015,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M00267,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01188,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01470,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M00413,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00244,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M01256,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M00158,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01231,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M02204,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M01532,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M02125,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M01280,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00092,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00546,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00030,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M01196,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01921,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00441,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M02307,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01369,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00372,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01780,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01828,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01037,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M02279,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01445,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M02084,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M00056,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01032,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01375,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00770,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00218,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00568,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M01536,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01683,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M01898,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M02041,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M01330,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00440,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M01958,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M02128,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M01637,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01989,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M01823,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00954,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00129,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M01155,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00043,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M00403,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00126,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M00179,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00506,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01444,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M00388,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M01525,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01189,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M00861,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M02284,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01022,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M01670,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M02048,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M02080,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M02256,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M00476,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00941,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01001,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01757,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M01387,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00089,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M02310,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M01306,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M01997,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M00541,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M02272,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M00293,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M01148,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M01126,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00263,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M02322,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M00742,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M02090,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M01537,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01456,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01672,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M00192,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M02297,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M01390,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M02026,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01803,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00696,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M00260,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M01215,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01081,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00419,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01451,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00532,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M00231,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01508,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01235,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01181,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M00323,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01488,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01434,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01309,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01295,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M00297,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00871,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00414,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01399,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00347,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01858,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01751,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01975,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00392,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00514,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M02069,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01905,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M02328,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00523,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M02151,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M00789,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M02079,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00687,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M02123,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00711,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01347,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M00314,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00556,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M02262,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00068,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01135,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01820,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00229,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00537,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01945,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M00878,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00618,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00299,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M02056,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00662,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M00578,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00525,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00111,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00202,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M01162,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00240,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00810,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M02051,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M02281,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M00399,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M02186,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M00019,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00344,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M01133,76319.175,0.471,41166.252,10.7342,17.6406,38.2835,0.0828,26.6424,26.6424,0.0648,15.117,0.9538,11.098,19.8162,4.4179,0.9888
M01568,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M00879,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01419,83247.4,0.441,40300.644,16.5784,16.957,39.307,0.0365,29.849,29.849,0.0305,6.705,3.2586,6.847,15.9386,0.0,1.4234
M01104,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00575,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01328,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01134,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01289,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M02317,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00702,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01704,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M00256,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M00493,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00452,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01335,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M01651,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
M01889,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00018,75645.1,0.466,39917.389,10.7518,17.8992,40.2775,0.0897,28.3382,28.3382,0.1028,14.4955,1.7748,12.373,20.049,4.044,2.377
